ID;event;event_number;mp;Source;lineupcat_id;event_number_new
HCME_A__20210529_01;0;28;0;N19W68;MULTI_2021-05-28_01;89
2021-05-28T23:12:00-CME-001;3;28;0;N19W68;MULTI_2021-05-28_01;89
ICME_PSP_MOESTL_20210530_01;1;28;0;N19W68;MULTI_2021-05-28_01;89
HCME_A__20210609_02;0;29;0;-;MULTI_2021-06-09_01;88
ICME_PSP_MOESTL_20210612_01;1;29;0;-;MULTI_2021-06-09_01;88
HCME_A__20210616_01;0;30;0;S22E12;MULTI_2021-06-15_01;87
2021-06-15T04:24:00-CME-001;3;30;0;S22E12;MULTI_2021-06-15_01;87
ICME_STEREO_A_MOESTL_20210619_01;1;30;0;S22E12;MULTI_2021-06-15_01;87
HCME_A__20210620_01;0;31;0;-;MULTI_2021-06-20_01;86
ICME_PSP_MOESTL_20210624_01;1;31;0;-;MULTI_2021-06-20_01;86
HCME_A__20210627_01;0;32;0;-;MULTI_2021-06-27_01;85
2021-06-27T05:45:00-CME-001;3;32;0;-;MULTI_2021-06-27_01;85
ICME_PSP_MOESTL_20210630_01;1;32;0;-;MULTI_2021-06-27_01;85
2021-06-26T23:12:00-CME-001;3;33;0;-;MULTI_2021-06-26_01;84
ICME_BEPI_MOESTL_20210630_01;1;33;11;-;MULTI_2021-06-26_01;84
ICME_SOLO_MOESTL_20210630_01;1;33;11;-;MULTI_2021-06-26_01;84
HCME_A__20210707_01;0;34;0;N17W50;MULTI_2021-07-07_01;83
2021-07-07T16:24:00-CME-001;3;34;0;N17W50;MULTI_2021-07-07_01;83
ICME_PSP_MOESTL_20210711_01;1;34;0;N17W50;MULTI_2021-07-07_01;83
ICME_BEPI_MOESTL_20210725_01;1;35;12;;MULTI_2021-07-25_01;82
ICME_SOLO_MOESTL_20210726_01;1;35;12;;MULTI_2021-07-25_01;82
